tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2014-495,Dubai,Hard,32,A,20140224,13,104259,7,,Philipp Kohlschreiber,R,178,GER,30.3600273785,26,1375,105217,,Q,Thiemo De Bakker,R,193,NED,25.4318959617,150,362,6-3 6-3,3,R32,65,4,4,57,29,23,16,9,4,5,5,1,55,29,22,10,9,4,8
2014-495,Dubai,Hard,32,A,20140224,14,104312,,,Andreas Seppi,R,190,ITA,30.0095824778,31,1210,104252,,,Florian Mayer,R,190,GER,30.3901437372,30,1245,4-6 6-1 7-5,3,R32,118,5,2,90,43,30,27,15,6,9,3,2,98,54,30,24,14,12,17
2014-495,Dubai,Hard,32,A,20140224,15,104291,,WC,Malek Jaziri,R,185,TUN,30.0971937029,137,412,104997,,,Igor Sijsling,R,190,NED,26.5215605749,53,846,0-6 6-4 7-6(4),3,R32,112,6,7,105,52,37,24,14,8,12,7,2,79,51,38,16,14,2,4
2014-495,Dubai,Hard,32,A,20140224,16,104500,,WC,Somdev Devvarman,R,180,IND,29.029431896,78,662,105223,2,,Juan Martin Del Potro,R,198,ARG,25.4209445585,5,4960,7-6(3) RET,3,R32,67,5,1,43,19,12,16,6,3,4,4,0,42,24,17,11,6,4,5
2014-495,Dubai,Hard,32,A,20140224,17,104925,1,,Novak Djokovic,R,188,SRB,26.7624914442,2,10580,105138,,,Roberto Bautista Agut,R,,ESP,25.864476386,51,885,6-1 6-3,3,R16,58,4,2,47,34,26,6,8,1,2,0,1,46,31,13,8,8,3,8
2014-495,Dubai,Hard,32,A,20140224,18,104022,6,,Mikhail Youzhny,R,183,RUS,31.6687200548,15,2100,104868,,WC,James Ward,R,190,GBR,27.0417522245,177,291,6-1 7-6(3),3,R16,95,4,1,64,35,29,15,10,0,1,3,2,64,36,25,11,9,4,7
2014-495,Dubai,Hard,32,A,20140224,19,103819,4,,Roger Federer,R,185,SUI,32.5475701574,8,4305,103285,,,Radek Stepanek,R,185,CZE,35.2443531828,48,925,6-2 6-7(4) 6-3,3,R16,129,8,5,87,54,39,16,14,4,8,3,3,97,48,30,20,15,4,12
2014-495,Dubai,Hard,32,A,20140224,20,104586,,,Lukas Rosol,R,196,CZE,28.5886379192,49,906,104098,8,,Dmitry Tursunov,R,185,RUS,31.2032854209,29,1257,6-4 7-6(4),3,R16,89,14,4,77,45,36,19,11,5,5,11,3,88,47,33,22,11,4,5
2014-495,Dubai,Hard,32,A,20140224,21,104542,5,,Jo Wilfried Tsonga,R,188,FRA,28.8569472964,10,2785,103786,,,Nikolay Davydenko,R,178,RUS,32.7310061602,63,735, W/O,3,R16,,,,,,,,,,,,,,,,,,,
2014-495,Dubai,Hard,32,A,20140224,22,104607,3,,Tomas Berdych,R,196,CZE,28.4380561259,6,4890,104660,,,Sergiy Stakhovsky,R,193,UKR,28.1341546886,88,619,6-2 6-1,3,R16,57,1,0,40,15,12,17,8,0,1,2,2,40,19,10,8,7,4,9
2014-495,Dubai,Hard,32,A,20140224,23,104259,7,,Philipp Kohlschreiber,R,178,GER,30.3600273785,26,1375,104312,,,Andreas Seppi,R,190,ITA,30.0095824778,31,1210,6-3 6-3,3,R16,80,5,0,71,41,32,15,9,4,4,7,1,61,38,24,10,9,1,4
2014-495,Dubai,Hard,32,A,20140224,24,104291,,WC,Malek Jaziri,R,185,TUN,30.0971937029,137,412,104500,,WC,Somdev Devvarman,R,180,IND,29.029431896,78,662,6-3 7-5,3,R16,95,9,0,69,36,25,19,10,8,10,4,3,64,32,19,15,11,4,9
2014-495,Dubai,Hard,32,A,20140224,25,104925,1,,Novak Djokovic,R,188,SRB,26.7624914442,2,10580,104022,6,,Mikhail Youzhny,R,183,RUS,31.6687200548,15,2100, W/O,3,QF,,,,,,,,,,,,,,,,,,,
2014-495,Dubai,Hard,32,A,20140224,26,103819,4,,Roger Federer,R,185,SUI,32.5475701574,8,4305,104586,,,Lukas Rosol,R,196,CZE,28.5886379192,49,906,6-2 6-2,3,QF,58,4,1,48,30,24,8,8,1,2,2,2,55,27,13,11,8,6,11
2014-495,Dubai,Hard,32,A,20140224,27,104607,3,,Tomas Berdych,R,196,CZE,28.4380561259,6,4890,104542,5,,Jo Wilfried Tsonga,R,188,FRA,28.8569472964,10,2785,6-4 6-3,3,QF,88,3,3,64,40,30,15,10,5,5,5,3,61,29,24,14,9,5,7
2014-495,Dubai,Hard,32,A,20140224,28,104259,7,,Philipp Kohlschreiber,R,178,GER,30.3600273785,26,1375,104291,,WC,Malek Jaziri,R,185,TUN,30.0971937029,137,412,6-2 6-3,3,QF,72,2,1,51,28,26,13,9,0,0,3,5,50,21,12,14,8,1,4
2014-495,Dubai,Hard,32,A,20140224,29,103819,4,,Roger Federer,R,185,SUI,32.5475701574,8,4305,104925,1,,Novak Djokovic,R,188,SRB,26.7624914442,2,10580,3-6 6-3 6-2,3,SF,106,7,0,77,46,35,18,13,5,6,5,2,86,53,36,19,13,4,7
2014-495,Dubai,Hard,32,A,20140224,30,104607,3,,Tomas Berdych,R,196,CZE,28.4380561259,6,4890,104259,7,,Philipp Kohlschreiber,R,178,GER,30.3600273785,26,1375,7-5 7-5,3,SF,89,5,1,64,39,32,14,12,0,1,1,0,69,36,25,20,12,4,7
2014-495,Dubai,Hard,32,A,20140224,31,103819,4,,Roger Federer,R,185,SUI,32.5475701574,8,4305,104607,3,,Tomas Berdych,R,196,CZE,28.4380561259,6,4890,3-6 6-4 6-3,3,F,119,8,1,84,43,36,19,14,7,10,5,1,85,41,27,20,14,6,10
2014-316,Bastad,Clay,28,A,20140707,1,103812,,,Victor Hanescu,R,198,ROU,32.9609856263,104,552,104665,,,Pablo Andujar,R,180,ESP,28.4517453799,75,666,6-4 6-4,3,R32,97,1,2,65,41,26,13,10,2,4,2,2,70,38,22,15,10,6,10
2014-316,Bastad,Clay,28,A,20140707,2,105430,,Q,Radu Albot,U,,MDA,24.6516084873,229,212,104932,,,Kenny De Schepper,L,203,FRA,27.1074606434,110,541,7-6(4) 6-1,3,R32,94,3,4,68,44,34,11,10,4,5,5,6,77,50,28,12,9,7,10
2014-316,Bastad,Clay,28,A,20140707,3,104122,7,,Carlos Berlocq,R,183,ARG,31.4223134839,41,1010,104714,,,Julian Reister,R,188,GER,28.2628336756,122,500,2-6 6-2 6-2,3,R32,120,1,1,82,62,39,12,12,5,7,0,5,82,53,34,13,12,9,13
2014-316,Bastad,Clay,28,A,20140707,4,105583,,,Dusan Lajovic,R,180,SRB,24.0191649555,73,685,103656,,,Albert Montanes,R,175,ESP,33.6098562628,103,555,6-3 1-6 7-6(4),3,R32,110,8,3,82,45,35,20,14,0,3,6,2,89,52,36,24,14,6,8
2014-316,Bastad,Clay,28,A,20140707,5,111200,,WC,Elias Ymer,R,,SWE,18.2395619439,310,146,105062,,,Mikhail Kukushkin,R,183,KAZ,26.5297741273,52,877,6-3 7-5,3,R32,82,7,4,73,38,28,17,11,8,10,0,2,53,26,18,13,10,1,5
2014-316,Bastad,Clay,28,A,20140707,6,105311,5,,Joao Sousa,R,,POR,25.2703627652,40,1020,105137,,,Pere Riba,R,183,ESP,26.2477754962,93,592,0-1 RET,3,R32,11,0,0,0,0,0,0,0,0,0,0,1,12,7,7,0,1,2,2
2014-316,Bastad,Clay,28,A,20140707,7,105807,8,,Pablo Carreno Busta,R,,ESP,22.9869952088,62,799,104460,,,Dustin Brown,R,196,GER,29.5770020534,100,563,6-3 6-4,3,R32,78,5,4,76,46,37,13,10,9,9,4,6,57,30,23,14,9,1,3
2014-316,Bastad,Clay,28,A,20140707,8,103893,,,Paolo Lorenzi,R,183,ITA,32.5585215606,80,634,105436,,WC,Markus Eriksson,U,,SWE,24.6023271732,399,109,6-2 6-1,3,R32,73,3,3,55,31,22,9,7,10,12,1,4,52,29,11,6,8,2,9
2014-316,Bastad,Clay,28,A,20140707,9,105077,,Q,Albert Ramos,L,188,ESP,26.46954141,89,604,106210,,,Jiri Vesely,L,,CZE,20.9911019849,67,756,7-5 6-2,3,R32,90,3,2,54,34,28,11,10,2,3,6,1,72,53,29,9,10,5,9
2014-316,Bastad,Clay,28,A,20140707,10,104655,,,Pablo Cuevas,R,180,URU,28.5119780972,111,541,104871,6,,Jeremy Chardy,R,188,FRA,27.3976728268,35,1105,6-2 6-2,3,R32,56,5,2,43,25,19,10,8,0,1,1,3,43,21,10,9,8,1,6
2014-316,Bastad,Clay,28,A,20140707,11,105872,,WC,Christian Lindell,U,,SWE,22.6283367556,402,108,105438,,Q,Inigo Cervantes Huegun,R,,ESP,24.5995893224,363,121,6-2 6-3,3,R32,88,3,4,53,28,20,10,8,3,6,2,8,63,37,17,9,9,6,13
2014-316,Bastad,Clay,28,A,20140707,12,105952,,Q,Renzo Olivo,R,,ARG,22.3107460643,282,165,103908,,,Paul Henri Mathieu,R,185,FRA,32.4818617385,77,643,5-2 RET,3,R32,27,0,2,15,7,7,5,3,0,0,0,5,24,10,6,6,4,2,4
2014-316,Bastad,Clay,28,A,20140707,13,103970,1,,David Ferrer,R,175,ESP,32.2628336756,7,3875,103812,,,Victor Hanescu,R,198,ROU,32.9609856263,104,552,6-4 6-0,3,R16,61,2,2,43,18,16,17,8,1,1,1,0,43,28,16,6,8,4,8
2014-316,Bastad,Clay,28,A,20140707,14,104122,7,,Carlos Berlocq,R,183,ARG,31.4223134839,41,1010,105430,,Q,Radu Albot,U,,MDA,24.6516084873,229,212,5-7 6-4 6-2,3,R16,162,5,4,98,66,46,17,15,6,8,0,2,102,68,42,16,15,7,11
2014-316,Bastad,Clay,28,A,20140707,15,105583,,,Dusan Lajovic,R,180,SRB,24.0191649555,73,685,105668,4,,Jerzy Janowicz,R,203,POL,23.6468172485,51,880,6-3 1-1 RET,3,R16,46,6,2,34,18,16,10,6,0,0,3,7,37,21,16,7,5,4,5
2014-316,Bastad,Clay,28,A,20140707,16,105311,5,,Joao Sousa,R,,POR,25.2703627652,40,1020,111200,,WC,Elias Ymer,R,,SWE,18.2395619439,310,146,6-3 7-5,3,R16,88,2,2,69,34,29,20,11,5,6,2,2,63,38,28,10,10,3,6
2014-316,Bastad,Clay,28,A,20140707,17,105807,8,,Pablo Carreno Busta,R,,ESP,22.9869952088,62,799,103893,,,Paolo Lorenzi,R,183,ITA,32.5585215606,80,634,6-2 6-2,3,R16,72,3,1,44,23,18,13,8,2,3,2,4,67,26,13,18,8,9,14
2014-316,Bastad,Clay,28,A,20140707,18,104269,3,,Fernando Verdasco,L,188,ESP,30.6420260096,29,1205,105077,,Q,Albert Ramos,L,188,ESP,26.46954141,89,604,6-1 7-5,3,R16,89,3,1,61,40,30,12,10,2,3,1,3,68,46,28,7,9,2,6
2014-316,Bastad,Clay,28,A,20140707,19,104655,,,Pablo Cuevas,R,180,URU,28.5119780972,111,541,105872,,WC,Christian Lindell,U,,SWE,22.6283367556,402,108,4-6 6-2 7-6(2),3,R16,135,6,2,91,58,42,18,15,3,6,8,6,98,61,43,13,15,6,10
2014-316,Bastad,Clay,28,A,20140707,20,105952,,Q,Renzo Olivo,R,,ARG,22.3107460643,282,165,103990,2,,Tommy Robredo,R,180,ESP,32.1834360027,18,1720,7-6(6) 6-3,3,R16,97,2,3,81,56,38,13,11,6,9,1,4,66,37,24,14,10,1,5
2014-316,Bastad,Clay,28,A,20140707,21,104122,7,,Carlos Berlocq,R,183,ARG,31.4223134839,41,1010,103970,1,,David Ferrer,R,175,ESP,32.2628336756,7,3875,6-3 6-3,3,QF,85,5,4,59,35,28,11,9,4,6,0,1,62,32,14,17,9,2,7
2014-316,Bastad,Clay,28,A,20140707,22,105311,5,,Joao Sousa,R,,POR,25.2703627652,40,1020,105583,,,Dusan Lajovic,R,180,SRB,24.0191649555,73,685,6-4 6-4,3,QF,92,3,2,73,42,29,16,10,8,10,3,4,77,46,23,16,10,8,12
2014-316,Bastad,Clay,28,A,20140707,23,104269,3,,Fernando Verdasco,L,188,ESP,30.6420260096,29,1205,105807,8,,Pablo Carreno Busta,R,,ESP,22.9869952088,62,799,7-5 6-3,3,QF,88,2,3,67,43,34,14,11,1,1,3,1,53,29,22,13,10,1,3
2014-316,Bastad,Clay,28,A,20140707,24,104655,,,Pablo Cuevas,R,180,URU,28.5119780972,111,541,105952,,Q,Renzo Olivo,R,,ARG,22.3107460643,282,165,6-2 6-4,3,QF,83,0,1,69,46,34,12,9,5,5,2,5,53,27,20,11,9,2,5
2014-316,Bastad,Clay,28,A,20140707,25,105311,5,,Joao Sousa,R,,POR,25.2703627652,40,1020,104122,7,,Carlos Berlocq,R,183,ARG,31.4223134839,41,1010,3-6 6-4 6-4,3,SF,155,2,4,108,66,44,18,14,7,11,2,9,114,88,55,9,15,13,18
2014-316,Bastad,Clay,28,A,20140707,26,104655,,,Pablo Cuevas,R,180,URU,28.5119780972,111,541,104269,3,,Fernando Verdasco,L,188,ESP,30.6420260096,29,1205,7-6(6) 6-3,3,SF,104,10,4,81,44,37,19,11,5,5,5,4,68,41,29,14,10,6,7
2014-316,Bastad,Clay,28,A,20140707,27,104655,,,Pablo Cuevas,R,180,URU,28.5119780972,111,541,105311,5,,Joao Sousa,R,,POR,25.2703627652,40,1020,6-2 6-1,3,F,59,4,0,39,24,19,10,8,0,1,0,2,35,17,8,4,7,2,7
2014-438,Moscow,Hard,28,A,20141013,1,105575,,Q,Ricardas Berankis,R,175,LTU,24.3121149897,116,488,106234,,Q,Aslan Karatsev,U,,RUS,21.106091718,221,218,6-3 6-4,3,R32,84,2,1,70,43,29,15,10,4,5,2,3,59,40,24,10,9,5,8
2014-438,Moscow,Hard,28,A,20141013,2,105032,,,Samuel Groth,R,,AUS,26.984257358,88,634,126094,,WC,Andrey Rublev,U,,RUS,16.9801505818,495,72,7-6(4) 7-5,3,R32,92,20,2,74,41,37,18,12,1,1,4,0,71,45,35,15,12,3,4
2014-438,Moscow,Hard,28,A,20141013,3,105138,5,,Roberto Bautista Agut,R,,ESP,26.4969199179,16,1935,105723,,,Andrey Kuznetsov,R,185,RUS,23.6386036961,85,651,6-3 6-4,3,R32,79,3,1,65,38,25,15,10,1,3,1,2,61,33,20,11,9,7,11
2014-438,Moscow,Hard,28,A,20141013,4,104593,,,Daniel Gimeno Traver,R,185,ESP,29.18275154,112,502,106210,,,Jiri Vesely,L,,CZE,21.2594113621,71,743,7-5 6-3,3,R32,82,7,1,55,32,29,13,11,3,4,2,2,76,55,38,6,10,9,12
2014-438,Moscow,Hard,28,A,20141013,5,104471,,,Ivan Dodig,R,183,CRO,29.7768651608,86,645,105137,,,Pere Riba,R,183,ESP,26.5160848734,115,496,6-4 6-2,3,R32,53,12,3,52,34,28,6,9,2,3,1,1,47,29,17,10,9,2,6
2014-438,Moscow,Hard,28,A,20141013,6,104312,8,,Andreas Seppi,R,190,ITA,30.6420260096,49,880,105583,,,Dusan Lajovic,R,180,SRB,24.2874743326,66,764,7-5 6-4,3,R32,84,9,1,70,45,34,17,11,2,2,5,0,68,41,30,14,11,5,7
2014-438,Moscow,Hard,28,A,20141013,7,104022,7,,Mikhail Youzhny,R,183,RUS,32.3011635866,27,1305,106066,,Q,Victor Baluda,R,,RUS,22.0342231348,466,80,6-3 6-4,3,R32,89,2,1,55,26,21,19,10,0,1,4,2,70,44,26,14,9,5,8
2014-438,Moscow,Hard,28,A,20141013,8,104338,,,Juan Monaco,R,185,ARG,30.5407255305,70,750,103893,,,Paolo Lorenzi,R,183,ITA,32.8268309377,73,734,6-3 5-7 6-3,3,R32,146,3,3,94,65,42,15,15,6,10,4,2,100,62,37,18,15,6,12
2014-438,Moscow,Hard,28,A,20141013,9,105062,,,Mikhail Kukushkin,R,183,KAZ,26.7980835044,74,732,111575,,WC,Karen Khachanov,R,,RUS,18.3956194387,282,169,6-7(3) 6-0 6-2,3,R32,124,6,1,89,56,41,16,13,2,3,4,3,90,56,32,14,13,9,15
2014-438,Moscow,Hard,28,A,20141013,10,103990,6,,Tommy Robredo,R,180,ESP,32.4517453799,21,1715,106353,,Q,Pedja Krstin,R,,SRB,20.1095140315,263,181,7-6(6) 6-4,3,R32,87,7,0,61,40,30,14,11,1,3,2,4,67,44,26,13,11,1,4
2014-438,Moscow,Hard,28,A,20141013,11,105936,,,Filip Krajinovic,R,185,SRB,22.6255989049,96,574,104291,,,Malek Jaziri,R,185,TUN,30.7296372348,75,728,6-4 6-2,3,R32,68,4,0,49,30,23,13,9,1,2,5,1,79,39,26,14,9,11,15
2014-438,Moscow,Hard,28,A,20141013,12,105539,,WC,Evgeny Donskoy,R,185,RUS,24.4298425736,128,421,104534,,,Dudi Sela,R,175,ISR,29.5249828884,106,532,6-4 6-0,3,R32,63,8,2,46,26,23,12,8,3,3,1,5,61,34,20,11,8,6,10
2014-438,Moscow,Hard,28,A,20141013,13,105575,,Q,Ricardas Berankis,R,175,LTU,24.3121149897,116,488,105683,1,,Milos Raonic,R,196,CAN,23.794661191,9,3885,6-3 4-6 6-3,3,R16,113,7,3,83,59,42,12,14,3,5,15,3,85,50,38,14,14,3,7
2014-438,Moscow,Hard,28,A,20141013,14,105138,5,,Roberto Bautista Agut,R,,ESP,26.4969199179,16,1935,105032,,,Samuel Groth,R,,AUS,26.984257358,88,634,7-6(5) 7-6(4),3,R16,84,7,0,71,45,39,21,12,0,0,19,1,72,51,40,16,12,2,2
2014-438,Moscow,Hard,28,A,20141013,15,105208,3,,Ernests Gulbis,R,190,LAT,26.1190965092,13,2465,104593,,,Daniel Gimeno Traver,R,185,ESP,29.18275154,112,502,6-3 7-6(3),3,R16,89,6,1,74,47,33,15,11,1,3,1,3,70,43,25,15,10,4,7
2014-438,Moscow,Hard,28,A,20141013,16,104312,8,,Andreas Seppi,R,190,ITA,30.6420260096,49,880,104471,,,Ivan Dodig,R,183,CRO,29.7768651608,86,645,7-5 7-6(3),3,R16,111,4,7,101,60,43,18,12,10,12,13,1,77,47,36,11,12,1,4
2014-438,Moscow,Hard,28,A,20141013,17,104022,7,,Mikhail Youzhny,R,183,RUS,32.3011635866,27,1305,104338,,,Juan Monaco,R,185,ARG,30.5407255305,70,750,6-3 7-6(6),3,R16,102,3,1,80,45,31,20,11,4,6,1,1,65,49,29,10,10,3,6
2014-438,Moscow,Hard,28,A,20141013,18,105062,,,Mikhail Kukushkin,R,183,KAZ,26.7980835044,74,732,104926,4,,Fabio Fognini,R,178,ITA,27.3894592745,19,1790,6-4 6-2,3,R16,76,3,1,59,34,24,12,9,2,4,4,8,65,34,20,10,9,6,11
2014-438,Moscow,Hard,28,A,20141013,19,103990,6,,Tommy Robredo,R,180,ESP,32.4517453799,21,1715,105936,,,Filip Krajinovic,R,185,SRB,22.6255989049,96,574,6-3 6-4,3,R16,60,10,1,52,37,35,7,10,2,2,2,1,50,30,21,12,9,5,7
2014-438,Moscow,Hard,28,A,20141013,20,105227,2,,Marin Cilic,R,198,CRO,26.0396988364,8,3945,105539,,WC,Evgeny Donskoy,R,185,RUS,24.4298425736,128,421,6-3 3-6 6-3,3,R16,113,8,3,88,51,39,18,14,3,5,5,1,69,40,31,14,13,2,5
2014-438,Moscow,Hard,28,A,20141013,21,105138,5,,Roberto Bautista Agut,R,,ESP,26.4969199179,16,1935,105575,,Q,Ricardas Berankis,R,175,LTU,24.3121149897,116,488,7-5 6-3,3,QF,97,9,4,89,59,42,14,11,12,13,0,2,61,37,23,10,10,3,6
2014-438,Moscow,Hard,28,A,20141013,22,105208,3,,Ernests Gulbis,R,190,LAT,26.1190965092,13,2465,104312,8,,Andreas Seppi,R,190,ITA,30.6420260096,49,880,7-6(6) 4-6 7-6(3),3,QF,148,17,5,112,64,55,19,17,3,5,7,6,108,64,50,26,17,1,2
2014-438,Moscow,Hard,28,A,20141013,23,105062,,,Mikhail Kukushkin,R,183,KAZ,26.7980835044,74,732,104022,7,,Mikhail Youzhny,R,183,RUS,32.3011635866,27,1305,1-6 7-6(5) 6-0,3,QF,132,4,1,82,54,40,13,12,1,4,5,1,93,60,41,14,13,4,8
2014-438,Moscow,Hard,28,A,20141013,24,105227,2,,Marin Cilic,R,198,CRO,26.0396988364,8,3945,103990,6,,Tommy Robredo,R,180,ESP,32.4517453799,21,1715,6-3 6-3,3,QF,77,10,1,65,39,32,10,9,6,7,1,1,54,34,21,8,9,5,9
2014-438,Moscow,Hard,28,A,20141013,25,105138,5,,Roberto Bautista Agut,R,,ESP,26.4969199179,16,1935,105208,3,,Ernests Gulbis,R,190,LAT,26.1190965092,13,2465,6-4 6-4,3,SF,83,4,4,57,33,27,16,10,1,1,7,0,67,39,29,13,10,6,8
2014-438,Moscow,Hard,28,A,20141013,26,105227,2,,Marin Cilic,R,198,CRO,26.0396988364,8,3945,105062,,,Mikhail Kukushkin,R,183,KAZ,26.7980835044,74,732,4-6 6-3 6-2,3,SF,133,10,1,98,53,40,22,14,6,8,1,1,96,59,33,22,13,9,13
2014-438,Moscow,Hard,28,A,20141013,27,105227,2,,Marin Cilic,R,198,CRO,26.0396988364,8,3945,105138,5,,Roberto Bautista Agut,R,,ESP,26.4969199179,16,1935,6-4 6-4,3,F,84,10,1,71,47,32,16,10,6,6,2,1,59,40,28,11,10,2,4
2014-319,Kitzbuhel,Clay,28,A,20140727,1,105676,,WC,David Goffin,R,163,BEL,23.6386036961,78,693,104932,,,Kenny De Schepper,L,203,FRA,27.1649555099,102,561,6-2 6-4,3,R32,64,5,2,48,29,25,12,9,3,3,10,5,61,36,25,8,9,2,5
2014-319,Kitzbuhel,Clay,28,A,20140727,2,104665,,,Pablo Andujar,R,180,ESP,28.5092402464,44,961,103781,,,Jurgen Melzer,L,183,AUT,33.18275154,67,770,6-3 6-4,3,R32,80,1,1,59,36,30,15,10,3,3,1,3,57,34,25,10,9,2,4
2014-319,Kitzbuhel,Clay,28,A,20140727,3,103893,,,Paolo Lorenzi,R,183,ITA,32.6160164271,83,644,104898,6,,Robin Haase,R,190,NED,27.3100616016,61,805,6-2 6-3,3,R32,70,4,1,53,33,26,12,8,2,2,0,0,53,32,18,10,9,3,7
2014-319,Kitzbuhel,Clay,28,A,20140727,4,104890,,,Andreas Haider Maurer,R,190,AUT,27.3511293634,113,527,105589,,WC,Gerald Melzer,L,,AUT,24.0410677618,147,404,6-2 7-6(1),3,R32,112,7,5,79,40,29,17,10,8,11,3,6,88,52,29,13,10,7,12
2014-319,Kitzbuhel,Clay,28,A,20140727,5,105077,,Q,Albert Ramos,L,188,ESP,26.5270362765,97,591,105634,,Q,Viktor Galovic,R,,ITA,23.8548939083,732,31,6-7(5) 7-5 6-2,3,R32,150,2,6,98,60,42,21,16,2,5,7,4,102,62,37,19,16,0,6
2014-319,Kitzbuhel,Clay,28,A,20140727,6,104216,,Q,Maximo Gonzalez,R,175,ARG,31.022587269,104,553,105807,8,,Pablo Carreno Busta,R,,ESP,23.0444900753,55,831,6-3 4-6 7-5,3,R32,150,6,1,99,61,36,20,16,9,14,2,3,96,51,32,21,15,8,14
2014-319,Kitzbuhel,Clay,28,A,20140727,7,103813,7,,Jarkko Nieminen,L,185,FIN,33.0130047912,52,853,104559,,,Teymuraz Gabashvili,R,188,RUS,29.1800136893,66,780,6-4 6-4,3,R32,81,1,2,61,44,32,7,10,3,5,5,5,66,39,28,8,10,3,7
2014-319,Kitzbuhel,Clay,28,A,20140727,8,104338,,,Juan Monaco,R,185,ARG,30.3299110198,81,655,104979,,,Andrey Golubev,R,185,KAZ,27.0171115674,65,782,0-6 6-2 6-1,3,R32,92,0,0,71,45,26,15,11,6,9,3,5,73,45,27,12,10,5,9
2014-319,Kitzbuhel,Clay,28,A,20140727,9,105137,,,Pere Riba,R,183,ESP,26.3052703628,103,557,104460,,,Dustin Brown,R,196,GER,29.6344969199,95,596,7-6(6) 7-5,3,R32,84,6,3,76,38,29,25,12,2,3,14,6,71,43,36,11,12,3,5
2014-319,Kitzbuhel,Clay,28,A,20140727,10,106233,5,,Dominic Thiem,R,,AUT,20.8980150582,50,882,105154,,Q,Joao Souza,R,193,BRA,26.1683778234,110,533,7-6(4) 3-6 7-5,3,R32,161,5,9,116,64,40,25,16,7,12,3,2,94,57,40,21,17,6,11
2014-319,Kitzbuhel,Clay,28,A,20140727,11,106210,,,Jiri Vesely,L,,CZE,21.0485968515,70,756,105526,,,Jan Lennard Struff,R,,GER,24.257357974,76,703,6-4 6-4,3,R32,78,9,3,52,28,26,16,10,1,1,0,3,69,39,26,15,10,4,6
2014-319,Kitzbuhel,Clay,28,A,20140727,12,106043,,,Diego Sebastian Schwartzman,R,,ARG,21.9466119097,100,569,100644,,WC,Alexander Zverev,R,,GER,17.2703627652,159,343,6-1 6-0,3,R32,57,1,1,40,25,15,10,6,3,4,2,3,47,21,4,12,7,5,12
2014-319,Kitzbuhel,Clay,28,A,20140727,13,105676,,WC,David Goffin,R,163,BEL,23.6386036961,78,693,104259,1,,Philipp Kohlschreiber,R,178,GER,30.7816563997,24,1505,6-3 7-5,3,R16,84,3,7,74,30,24,23,11,6,7,7,1,58,31,24,10,10,0,3
2014-319,Kitzbuhel,Clay,28,A,20140727,14,103893,,,Paolo Lorenzi,R,183,ITA,32.6160164271,83,644,104665,,,Pablo Andujar,R,180,ESP,28.5092402464,44,961,6-2 6-0,3,R16,67,1,1,49,23,18,15,7,5,5,0,2,50,27,11,11,7,3,8
2014-319,Kitzbuhel,Clay,28,A,20140727,15,104586,3,,Lukas Rosol,R,196,CZE,29.0102669405,43,970,104890,,,Andreas Haider Maurer,R,190,AUT,27.3511293634,113,527,6-3 7-6(4),3,R16,98,9,4,75,40,30,20,10,4,5,1,3,96,51,34,20,11,8,11
2014-319,Kitzbuhel,Clay,28,A,20140727,16,104216,,Q,Maximo Gonzalez,R,175,ARG,31.022587269,104,553,105077,,Q,Albert Ramos,L,188,ESP,26.5270362765,97,591,6-4 6-4,3,R16,98,1,0,59,41,26,10,10,4,7,0,1,64,44,25,6,10,4,9
2014-319,Kitzbuhel,Clay,28,A,20140727,17,104338,,,Juan Monaco,R,185,ARG,30.3299110198,81,655,103813,7,,Jarkko Nieminen,L,185,FIN,33.0130047912,52,853,6-3 6-4,3,R16,69,4,1,46,36,25,7,9,0,2,1,3,60,32,20,11,10,2,7
2014-319,Kitzbuhel,Clay,28,A,20140727,18,104312,4,,Andreas Seppi,R,190,ITA,30.431211499,48,890,105137,,,Pere Riba,R,183,ESP,26.3052703628,103,557, W/O,3,R16,,,,,,,,,,,,,,,,,,,
2014-319,Kitzbuhel,Clay,28,A,20140727,19,106233,5,,Dominic Thiem,R,,AUT,20.8980150582,50,882,106210,,,Jiri Vesely,L,,CZE,21.0485968515,70,756,6-3 7-6(3),3,R16,95,2,2,73,40,30,16,11,3,5,4,4,65,39,24,12,10,5,8
2014-319,Kitzbuhel,Clay,28,A,20140727,20,104719,2,,Marcel Granollers,R,190,ESP,28.2929500342,28,1285,106043,,,Diego Sebastian Schwartzman,R,,ARG,21.9466119097,100,569,6-3 6-4,3,R16,80,3,1,58,35,21,12,10,1,4,0,2,52,33,16,7,9,0,5
2014-319,Kitzbuhel,Clay,28,A,20140727,21,105676,,WC,David Goffin,R,163,BEL,23.6386036961,78,693,103893,,,Paolo Lorenzi,R,183,ITA,32.6160164271,83,644,6-2 6-1,3,QF,67,4,1,47,23,17,14,8,1,2,1,3,47,36,17,3,7,0,5
